Участок,Позиция запорной арматуры,Конструктивное исполнение,Тип арматуры (запорная/ Регулирующая),Тип привода,Позиция трубы,Условный диаметр трубы DN,"Условное давление рабочей среды PN, бар",Материал трубы,Среда,Датчик положения,Тип пневмораспределителя,Положение при аварийном отключении (НЗ/НО/БИ),ШПУ,"Расход воздуха на 1 операцию, л.",Ø и резьба пневмоприсоединения,Кол-во ответных фитингов,"Ø пневмотрубки, мм",Тип концевого выключателя,Тип позиционера,Описание устройства,Категория,PLC,Ex-исполнение,Описание (ТЕМП),Операция,Примечание,,,,
Воздуходувки,0206.003-BV-042,Шаровый кран,Запорная,Ручной,206.003-BA-028-050-LAA,50,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атмосферный воздух низкого давления,-,,-,,,,,,,,,,,НЕТ,Датчик давления на воздухопроводе подачи воздуха на основной Cu флотации 1 секции,Датчик давления на воздухопроводе подачи воздуха на основной Cu флотации 1 секции,,,,,
Воздуходувки,0206.003-BV-043,Шаровый кран,Запорная,Ручной,206.003-BA-029-050-LAA,50,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атмосферный воздух низкого давления,-,,-,,,,,,,,,,,НЕТ,Датчик давления на воздухопроводе подачи воздуха на перечистной и контрольной Cu флотации 1 секции,Датчик давления на воздухопроводе подачи воздуха на перечистной и контрольной Cu флотации 1 секции,,,,,
Воздуходувки,0206.003-BV-044,Шаровый кран,Запорная,Ручной,206.003-BA-030-050-LAA,50,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атмосферный воздух низкого давления,-,,-,,,,,,,,,,,НЕТ,Датчик давления на воздухопроводе подачи воздуха на основной Cu флотации 2 секции,Датчик давления на воздухопроводе подачи воздуха на основной Cu флотации 2 секции,,,,,
Воздуходувки,0206.003-BV-045,Шаровый кран,Запорная,Ручной,206.003-BA-031-050-LAA,50,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атмосферный воздух низкого давления,-,,-,,,,,,,,,,,НЕТ,Датчик давления на воздухопроводе подачи воздуха на перечистной и контрольной Cu флотации 2 секции,Датчик давления на воздухопроводе подачи воздуха на перечистной и контрольной Cu флотации 2 секции,,,,,
Воздуходувки,0206.003-BY-094,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-BA-023-050-LAA,50,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атмосферный воздух низкого давления,-,,-,,,,,,,,,,,НЕТ,Сброс конденсата из воздухопровода,Сброс конденсата из воздухопровода,,,,,
Воздуходувки,0206.003-BY-095,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-BA-024-050-LAA,50,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атмосферный воздух низкого давления,-,,-,,,,,,,,,,,НЕТ,Сброс конденсата из воздухопровода,Сброс конденсата из воздухопровода,,,,,
Воздуходувки,0206.003-BY-096,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-BA-025-050-LAA,50,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атмосферный воздух низкого давления,-,,-,,,,,,,,,,,НЕТ,Сброс конденсата из воздухопровода,Сброс конденсата из воздухопровода,,,,,
Воздуходувки,0206.003-BY-097,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-BA-026-050-LAA,50,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атмосферный воздух низкого давления,-,,-,,,,,,,,,,,НЕТ,Сброс конденсата из воздухопровода,Сброс конденсата из воздухопровода,,,,,
Воздуходувки,0206.003-BY-098,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-BA-027-080-LAA,80,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атмосферный воздух низкого давления,-,,-,,,,,,,,,,,НЕТ,Сброс конденсата из коллектора,Сброс конденсата из коллектора,,,,,
Воздуходувки,0206.003-BY-001,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-101,Подача воздуха во флотомашину 0206.003-FC-101,,,,,
Воздуходувки,0206.003-BY-002,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-102,Подача воздуха во флотомашину 0206.003-FC-102,,,,,
Воздуходувки,0206.003-BY-003,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-103,Подача воздуха во флотомашину 0206.003-FC-103,,,,,
Воздуходувки,0206.003-BY-004,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-104,Подача воздуха во флотомашину 0206.003-FC-104,,,,,
Воздуходувки,0206.003-BY-005,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-105,Подача воздуха во флотомашину 0206.003-FC-105,,,,,
Воздуходувки,0206.003-BY-006,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-106,Подача воздуха во флотомашину 0206.003-FC-106,,,,,
Воздуходувки,0206.003-BY-007,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-107,Подача воздуха во флотомашину 0206.003-FC-107,,,,,
Воздуходувки,0206.003-BY-008,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-108,Подача воздуха во флотомашину 0206.003-FC-108,,,,,
Воздуходувки,0206.003-BY-009,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-101,Подача воздуха во флотомашину 0206.003-FC-101,,,,,
Воздуходувки,0206.003-BY-010,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-102,Подача воздуха во флотомашину 0206.003-FC-102,,,,,
Воздуходувки,0206.003-BY-011,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-103,Подача воздуха во флотомашину 0206.003-FC-103,,,,,
Воздуходувки,0206.003-BY-012,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-104,Подача воздуха во флотомашину 0206.003-FC-104,,,,,
Воздуходувки,0206.003-BY-013,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-105,Подача воздуха во флотомашину 0206.003-FC-105,,,,,
Воздуходувки,0206.003-BY-014,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-106,Подача воздуха во флотомашину 0206.003-FC-106,,,,,
Воздуходувки,0206.003-BY-015,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-107,Подача воздуха во флотомашину 0206.003-FC-107,,,,,
Воздуходувки,0206.003-BY-016,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-108,Подача воздуха во флотомашину 0206.003-FC-108,,,,,
Воздуходувки,0206.003-BY-017,Поворотная заслонка/дисковый затвор,Запорная,Ручной,-,-,-,Поставка ТЕМП,-,-,,-,ЛАСУ ТЕМП,,,,,,,,,,НЕТ,Подача воздуха во флотомашину 0206.003-FC-109,Подача воздуха во флотомашину 0206.003-FC-109,,,,,
