Участок,Позиция запорной арматуры,Конструктивное исполнение,Тип арматуры (запорная/ Регулирующая),Тип привода,Позиция трубы,Условный диаметр трубы DN,"Условное давление рабочей среды PN, бар",Материал трубы,Среда,Датчик положения,Тип пневмораспределителя,Положение при аварийном отключении (НЗ/НО/БИ),ШПУ,"Расход воздуха на 1 операцию, л.",Ø и резьба пневмоприсоединения,Кол-во ответных фитингов,"Ø пневмотрубки, мм",Тип концевого выключателя,Тип позиционера,Описание устройства,Категория,PLC,Ex-исполнение,Описание (ТЕМП),Операция,Примечание,,,,
РХ. CaO,0206.010-KV-024,Шиберно-ножевая задвижка,Запорная,Ручной,206.010-RP-024-140-LPA,125,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Всас насоса 0206.010-PU-002,Всас насоса 0206.010-PU-002,,,,,
РХ. CaO,0206.010-KV-025,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.010-RP-024-140-LPA,125,10,ПНД,CaO,+,5/3,Без изменений,0206.610-CPC01,"20,3","G 1/4""",2,10,Honeywell/ SZL-WL-A-C01AH,-,"Mechanical SPDT, 24V DC/ 220V AC, -10~80 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-FL,0.2,НЕТ,Всас насоса 0206.010-PU-002,Всас насоса 0206.010-PU-002,,,,,
РХ. CaO,0206.010-KV-026,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.010-RP-029-063-LPA,50,10,ПНД,CaO,+,5/2 МС,Нормально закрыт,0206.610-CPC01,"6,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Дренаж всаса насоса 0206.010-PU-002,Дренаж трубопровода всаса насоса  0206.010-PU-002,,,,,
РХ. CaO,0206.010-KV-027,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.010-RP-028-063-LPA,50,10,ПНД,CaO,+,5/2 МС,Нормально закрыт,0206.610-CPC01,"6,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ, Дренаж нагнетания насоса 0206.010-PU-001,Дренаж трубопровода нагнетания насоса  0206.010-PU-001,,,,,
РХ. CaO,0206.010-KV-028,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.010-RP-025-125-LPA,100,10,ПНД,CaO,+,5/3,Без изменений,0206.610-CPC01,"10,6","G 1/4""",2,10,Honeywell/ SZL-WL-A-C01AH,-,"Mechanical SPDT, 24V DC/ 220V AC, -10~80 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-FL,0.2,НЕТ,Нагнетание насоса 0206.010-PU-001,Нагнетание насоса 0206.010-PU-001,,,,,
РХ. CaO,0206.010-KV-029,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.010-RP-030-063-LPA,50,10,ПНД,CaO,+,5/2 МС,Нормально закрыт,0206.610-CPC01,"6,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ, Дренаж нагнетания насоса 0206.010-PU-002,Дренаж трубопровода нагнетания насоса  0206.010-PU-002,,,,,
РХ. CaO,0206.010-KV-030,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.010-RP-026-125-LPA,100,10,ПНД,CaO,+,5/3,Без изменений,0206.610-CPC01,"10,6","G 1/4""",2,10,Honeywell/ SZL-WL-A-C01AH,-,"Mechanical SPDT, 24V DC/ 220V AC, -10~80 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-FL,0.2,НЕТ,Нагнетание насоса 0206.010-PU-002,Нагнетание насоса 0206.010-PU-002,,,,,
РХ. CaO,0206.010-KV-031,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.010-RP-034-065-LAA,65,10,Углеродистая сталь,CaO,+,5/3,Без изменений,0206.610-CPC03,"4,4","G 1/4""",2,10,Honeywell/ SZL-WL-A-C01AH,-,"Mechanical SPDT, 24V DC/ 220V AC, -10~80 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-FL,0.2,НЕТ,Аварийный трубопровод дренажного насоса 0206.010-PU-003,Аварийный трубопровод дренажного насоса  0206.010-PU-003,,,,,
РХ. CaO,0206.010-KV-032,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.010-RP-037-065-LАA,65,10,Углеродистая сталь,CaO,+,5/3,Без изменений,0206.610-CPC03,"4,4","G 1/4""",2,10,Honeywell/ SZL-WL-A-C01AH,-,"Mechanical SPDT, 24V DC/ 220V AC, -10~80 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-FL,0.2,НЕТ,Аварийный трубопровод дренажного насоса 0206.010-PU-003,Аварийный трубопровод дренажного насоса  0206.010-PU-003,,,,,
РХ. CaO,0206.010-KV-033,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.010-RP-036-125-LPA,100,10,ПНД,CaO,+,5/3,Без изменений,0206.610-CPC01,"10,6","G 1/4""",2,10,Honeywell/ SZL-WL-A-C01AH,-,"Mechanical SPDT, 24V DC/ 220V AC, -10~80 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-FL,0.2,НЕТ,Аварийный трубопровод насосов 0206.010-PU-001/002,Аварийный трубопровод насосов  0206.010-PU-001/002,,,,,
РХ. CaO,0206.010-KV-034,Шиберно-ножевая задвижка,Запорная,Ручной,206.010-RP-033-065-LPA,65,10,Углеродистая сталь,CaO,+,,Без изменений,,,,,,?,-,?,Ручная ЗРА,0.2,НЕТ,Из дренажного приямка в зумпф 0206.010-PB-003,Из дренажного приямка в зумпф 0206.010-PB-003,,,,,
РХ. CaO,0206.010-KV-035,Шиберно-ножевая задвижка,Запорная,Ручной,206.010-RP-057-065-LAA,65,10,Углеродистая сталь,CaO,+,,Без изменений,,,,,,?,-,?,Ручная ЗРА,0.2,НЕТ,Из дренажного приямка в зумпф 0206.003-SU-201,Из дренажного приямка в зумпф 0206.003-SU-201,,,,,
РХ. CaO,0206.010-BV-001,Шаровый кран,Запорная,Ручной,206.010-RP-039-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO в зумпф питания ГЦ 0206.001-SU-101,Дозирование известкового молока в зумпф питания ГЦ  0206.001-SU-101,,,,,
РХ. CaO,0206.010-BV-002,Шаровый кран,Запорная,Ручной,206.010-RP-039-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO в зумпф питания ГЦ 0206.001-SU-101,Дозирование известкового молока в зумпф питания ГЦ  0206.001-SU-101,,,,,
РХ. CaO,0206.010-BV-003,Шаровый кран,Запорная,Ручной,206.010-RP-039-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO в зумпф питания ГЦ 0206.001-SU-101,Дозирование известкового молока в зумпф питания ГЦ  0206.001-SU-101,,,,,
РХ. CaO,0206.010-BV-004,Шаровый кран,Запорная,Ручной,206.010-RP-041-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO в зумпф питания ГЦ 0206.001-SU-201,Дозирование известкового молока в зумпф питания ГЦ  0206.001-SU-201,,,,,
РХ. CaO,0206.010-BV-005,Шаровый кран,Запорная,Ручной,206.010-RP-041-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO в зумпф питания ГЦ 0206.001-SU-201,Дозирование известкового молока в зумпф питания ГЦ  0206.001-SU-201,,,,,
РХ. CaO,0206.010-BV-006,Шаровый кран,Запорная,Ручной,206.010-RP-041-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO в зумпф питания ГЦ 0206.001-SU-201,Дозирование известкового молока в зумпф питания ГЦ  0206.001-SU-201,,,,,
РХ. CaO,0206.010-BV-007,Шаровый кран,Запорная,Ручной,206.010-RP-043-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO во флотомашину 0206.003-FM-112,Дозирование известкового молока во флотомашину   0206.003-FM-112,,,,,
РХ. CaO,0206.010-BV-008,Шаровый кран,Запорная,Ручной,206.010-RP-043-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO во флотомашину 0206.003-FM-112,Дозирование известкового молока во флотомашину   0206.003-FM-112,,,,,
РХ. CaO,0206.010-BV-009,Шаровый кран,Запорная,Ручной,206.010-RP-043-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO во флотомашину 0206.003-FM-112,Дозирование известкового молока во флотомашину   0206.003-FM-112,,,,,
РХ. CaO,0206.010-BV-010,Шаровый кран,Запорная,Ручной,206.010-RP-045-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO во флотомашину 0206.003-FM-212,Дозирование известкового молока во флотомашину   0206.003-FM-212,,,,,
РХ. CaO,0206.010-BV-011,Шаровый кран,Запорная,Ручной,206.010-RP-045-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO во флотомашину 0206.003-FM-212,Дозирование известкового молока во флотомашину   0206.003-FM-212,,,,,
РХ. CaO,0206.010-BV-012,Шаровый кран,Запорная,Ручной,206.010-RP-045-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO во флотомашину 0206.003-FM-212,Дозирование известкового молока во флотомашину   0206.003-FM-212,,,,,
РХ. CaO,0206.010-BV-013,Шаровый кран,Запорная,Ручной,206.010-RP-047-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO во флотомашину 0206.003-FM-109,Дозирование известкового молока во флотомашину   0206.003-FM-109,,,,,
РХ. CaO,0206.010-BV-014,Шаровый кран,Запорная,Ручной,206.010-RP-047-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO во флотомашину 0206.003-FM-109,Дозирование известкового молока во флотомашину   0206.003-FM-109,,,,,
РХ. CaO,0206.010-BV-015,Шаровый кран,Запорная,Ручной,206.010-RP-047-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO во флотомашину 0206.003-FM-109,Дозирование известкового молока во флотомашину   0206.003-FM-109,,,,,
РХ. CaO,0206.010-BV-016,Шаровый кран,Запорная,Ручной,206.010-RP-049-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO во флотомашину 0206.003-FM-209,Дозирование известкового молока во флотомашину   0206.003-FM-209,,,,,
РХ. CaO,0206.010-BV-017,Шаровый кран,Запорная,Ручной,206.010-RP-049-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO во флотомашину 0206.003-FM-209,Дозирование известкового молока во флотомашину   0206.003-FM-209,,,,,
РХ. CaO,0206.010-BV-018,Шаровый кран,Запорная,Ручной,206.010-RP-049-032-LPA,25,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Дозирование CaO во флотомашину 0206.003-FM-209,Дозирование известкового молока во флотомашину   0206.003-FM-209,,,,,
РХ. CaO,0206.010-BV-019,Шаровый кран,Запорная,Ручной,206.010-RP-038-125-LPA,100,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Кольцо циркулирования CaO,Кольцо циркулирования известкового молока,,,,,
РХ. CaO,0206.010-BV-020,Шаровый кран,Запорная,Ручной,206.010-RP-038-125-LPA,100,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Кольцо циркулирования CaO,Кольцо циркулирования известкового молока,,,,,
РХ. CaO,0206.010-BV-021,Шаровый кран,Запорная,Ручной,206.010-RP-038-125-LPA,100,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Кольцо циркулирования CaO,Кольцо циркулирования известкового молока,,,,,
РХ. CaO,0206.010-BV-023,Шаровый кран,Запорная,Ручной,206.010-RP-022-050-LAA,50,10,Углеродистая сталь,CaO,-,,-,,,,,,,,,,,НЕТ,Дренаж чана 0206.010-TK-002,Дренаж чана  0206.010-TK-002,,,,,
РХ. CaO,0206.010-BV-024,Шаровый кран,Запорная,Ручной,206.010-RP-032-050-LAA,50,10,Углеродистая сталь,CaO,-,,-,,,,,,,,,,,НЕТ,Дренаж чана 0206.010-TK-001,Дренаж чана  0206.010-TK-001,,,,,
РХ. CaO,0206.010-BV-025,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC02,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка всаса насоса 0206.010-PU-006,Промывка трубопровода всаса насоса  0206.010-PU-006,,,,,
РХ. CaO,0206.010-BV-026,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка всаса насоса 0206.010-PU-006,Промывка трубопровода всаса насоса  0206.010-PU-006,,,,,
РХ. CaO,0206.010-BV-027,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC02,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка всаса насоса 0206.010-PU-006,Промывка трубопровода всаса насоса  0206.010-PU-006,,,,,
РХ. CaO,0206.010-BV-028,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка всаса насоса 0206.010-PU-006,Промывка трубопровода всаса насоса  0206.010-PU-006,,,,,
РХ. CaO,0206.010-BV-029,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC02,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка всаса насоса 0206.010-PU-005,Промывка трубопровода всаса насоса  0206.010-PU-005,,,,,
РХ. CaO,0206.010-BV-030,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка всаса насоса 0206.010-PU-005,Промывка трубопровода всаса насоса  0206.010-PU-005,,,,,
РХ. CaO,0206.010-BV-031,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC02,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка всаса насоса 0206.010-PU-005,Промывка трубопровода всаса насоса  0206.010-PU-005,,,,,
РХ. CaO,0206.010-BV-032,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка всаса насоса 0206.010-PU-005,Промывка трубопровода всаса насоса  0206.010-PU-005,,,,,
РХ. CaO,0206.010-BV-033,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC03,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка всаса насоса 0206.010-PU-008,Промывка трубопровода всаса насоса  0206.010-PU-008,,,,,
РХ. CaO,0206.010-BV-034,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка всаса насоса 0206.010-PU-008,Промывка трубопровода всаса насоса  0206.010-PU-008,,,,,
РХ. CaO,0206.010-BV-035,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC03,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка всаса насоса 0206.010-PU-008,Промывка трубопровода всаса насоса  0206.010-PU-008,,,,,
РХ. CaO,0206.010-BV-036,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка всаса насоса 0206.010-PU-008,Промывка трубопровода всаса насоса  0206.010-PU-008,,,,,
РХ. CaO,0206.010-BV-037,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC03,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка всаса насоса 0206.010-PU-007,Промывка трубопровода всаса насоса  0206.010-PU-007,,,,,
РХ. CaO,0206.010-BV-038,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка всаса насоса 0206.010-PU-007,Промывка трубопровода всаса насоса  0206.010-PU-007,,,,,
РХ. CaO,0206.010-BV-039,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC03,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка всаса насоса 0206.010-PU-007,Промывка трубопровода всаса насоса  0206.010-PU-007,,,,,
РХ. CaO,0206.010-BV-040,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка всаса насоса 0206.010-PU-007,Промывка трубопровода всаса насоса  0206.010-PU-007,,,,,
РХ. CaO,0206.010-BV-041,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC01,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка всаса насоса 0206.010-PU-002,Промывка трубопровода всаса насоса  0206.010-PU-002,,,,,
РХ. CaO,0206.010-BV-042,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка всаса насоса 0206.010-PU-002,Промывка трубопровода всаса насоса  0206.010-PU-002,,,,,
РХ. CaO,0206.010-BV-043,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC01,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка всаса насоса 0206.010-PU-002,Промывка трубопровода всаса насоса  0206.010-PU-002,,,,,
РХ. CaO,0206.010-BV-044,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка всаса насоса 0206.010-PU-002,Промывка трубопровода всаса насоса  0206.010-PU-002,,,,,
РХ. CaO,0206.010-BV-045,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC01,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка всаса насоса 0206.010-PU-001,Промывка трубопровода всаса насоса  0206.010-PU-001,,,,,
РХ. CaO,0206.010-BV-046,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка всаса насоса 0206.010-PU-001,Промывка трубопровода всаса насоса  0206.010-PU-001,,,,,
РХ. CaO,0206.010-BV-047,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC01,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка всаса насоса 0206.010-PU-001,Промывка трубопровода всаса насоса  0206.010-PU-001,,,,,
РХ. CaO,0206.010-BV-048,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка всаса насоса 0206.010-PU-001,Промывка трубопровода всаса насоса  0206.010-PU-001,,,,,
РХ. CaO,0206.010-BV-049,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC01,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка нагнетания насоса 0206.010-PU-002,Промывка трубопровода нагнетания насоса  0206.010-PU-002,,,,,
РХ. CaO,0206.010-BV-050,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка нагнетания насоса 0206.010-PU-002,Промывка трубопровода нагнетания насоса  0206.010-PU-002,,,,,
РХ. CaO,0206.010-BV-051,Шаровый кран,Запорная,Ручной,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Промывка нагнетания насоса 0206.010-PU-001,Промывка трубопровода нагнетания насоса  0206.010-PU-001,,,,,
РХ. CaO,0206.010-BV-052,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,5/2 МС,Нормально закрыт,0206.610-CPC01,"12,5","G 1/4""",2,10,Chinese/ ALS-200M2(NPT1/2),-,"Built-in Honeywell microswitch, Mechanical SPDT, 24V DC/ 220V AC, -25~85 ℃,  non-explosion proof, IP67, NPT1/2 cable entry",Пневмо ЗРА-НЗ,0.2,НЕТ,Промывка нагнетания насоса 0206.010-PU-001,Промывка трубопровода нагнетания насоса  0206.010-PU-001,,,,,
РХ. CaO,0206.010-BV-053,Шаровый кран,Запорная,Ручной,-,40,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Оборотная вода в загрузочный желоб мельницы 0206.010-ML-001,Оборотная вода в загрузочный желоб мельницы  0206.010-ML-001,,,,,
РХ. CaO,0206.010-BV-054,Шаровый кран,Запорная,Ручной,-,40,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Оборотная вода в загрузочный желоб мельницы 0206.010-ML-001,Оборотная вода в загрузочный желоб мельницы  0206.010-ML-001,,,,,
РХ. CaO,0206.010-BV-055,Шаровый кран,Запорная,Ручной,-,40,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Оборотная вода в загрузочный желоб мельницы 0206.010-ML-001,Оборотная вода в загрузочный желоб мельницы  0206.010-ML-001,,,,,
РХ. CaO,0206.010-BV-056,Шаровый кран,Запорная,Ручной,-,65,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Оборотная вода в емкость приготовления CaO 0206.010-TK-002,Оборотная вода в емкость приготовления изв. молока  0206.010-TK-002,,,,,
РХ. CaO,0206.010-BV-057,Шаровый кран,Запорная,Ручной,-,65,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Оборотная вода в емкость приготовления CaO 0206.010-TK-002,Оборотная вода в емкость приготовления изв. молока  0206.010-TK-002,,,,,
РХ. CaO,0206.010-BV-058,Шаровый кран,Запорная,Ручной,-,65,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Оборотная вода в емкость приготовления CaO 0206.010-TK-002,Оборотная вода в емкость приготовления изв. молока  0206.010-TK-002,,,,,
РХ. CaO,0206.010-BV-059,Шаровый кран,Запорная,Ручной,-,65,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Оборотная вода в емкость дозирования CaO 0206.010-TK-001,Оборотная вода в емкость дозирования изв. молока  0206.010-TK-001,,,,,
РХ. CaO,0206.010-BV-060,Шаровый кран,Запорная,Ручной,-,32,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Оборотная вода в классификатор 0206.010-СЕ-001,Оборотная вода в классификатор  0206.010-СЕ-001,,,,,
РХ. CaO,0206.010-BV-061,Шаровый кран,Запорная,Ручной,-,32,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Оборотная вода в классификатор 0206.010-СЕ-001,Оборотная вода в классификатор  0206.010-СЕ-001,,,,,
